sequence,frame_id,pred_id,confidence,pred_bbox,best_gt_id,best_iou,matched_gt_id,matched,status,reason,selection_candidate
403,1600938542684620,14,0.0845498,"[544.44,223.55,578.318,439.33]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938542684620,15,0.0832692,"[516.06,636.792,564.98,716.729]",4035151,0.776666939424033,,False,LOW_CONF,LOW_CONF,False
403,1600938542684620,16,0.08075982,"[530.812,667.866,562.546,730.005]",4035151,0.3916423090367433,,False,LOW_CONF,LOW_CONF,False
403,1600938542684620,17,0.07173014,"[542.928,420.37,566.355,441.788]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938542684620,18,0.05898652,"[52.281,295.7,71.08,327.539]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938542751279,0,0.90376019,"[421.581,490.917,511.414,589.682]",4035146,0.9315451016360758,4035146,True,MATCHED,MATCHED,True
403,1600938542751279,1,0.89537644,"[320.63,272.132,384.009,342.575]",4035137,0.9575638444043021,4035137,True,MATCHED,MATCHED,True
403,1600938542751279,2,0.89040244,"[354.32,200.668,400.302,249.14]",4035134,0.9146847804221496,4035134,True,MATCHED,MATCHED,True
403,1600938542751279,3,0.88452512,"[341.017,342.341,411.19,412.095]",4035143,0.8433622308364581,4035143,True,MATCHED,MATCHED,True
403,1600938542751279,4,0.87897688,"[443.105,440.364,516.141,500.474]",4035140,0.9451423697273693,4035140,True,MATCHED,MATCHED,True
403,1600938542751279,5,0.23609164,"[527.812,707.646,565.099,763.828]",4035151,0.09552834530283977,,False,LOW_CONF,LOW_CONF,False
403,1600938542751279,6,0.22388259,"[511.439,637.065,552.931,718.453]",4035151,0.6835932987854247,,False,LOW_CONF,LOW_CONF,False
403,1600938542751279,7,0.179958,"[537.873,417.403,563.532,443.492]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938542751279,8,0.17531845,"[513.22,636.406,553.425,675.468]",4035151,0.30726629776768905,,False,LOW_CONF,LOW_CONF,False
403,1600938542751279,9,0.16750035,"[534.838,224.797,575.156,444.163]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938542751279,10,0.12760904,"[518.436,636.973,553.866,653.741]",4035151,0.11676748227336474,,False,LOW_CONF,LOW_CONF,False
403,1600938542751279,11,0.11907881,"[0.158,607.177,26.093,627.637]",4035128,0.6108732249614004,,False,LOW_CONF,LOW_CONF,False
403,1600938542751279,12,0.09441587,"[71.492,97.573,93.812,118.506]",4035131,0.8186018540844471,,False,LOW_CONF,LOW_CONF,False
403,1600938542751279,13,0.09113812,"[524.254,698.991,563.038,752.63]",4035151,0.15628481215770232,,False,LOW_CONF,LOW_CONF,False
403,1600938542751279,14,0.0857692,"[40.33,292.481,59.146,325.137]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938542751279,15,0.08462083,"[374.569,117.783,394.799,138.395]",4035148,0.7062421830934102,,False,LOW_CONF,LOW_CONF,False
403,1600938542751279,16,0.07405887,"[531.335,231.664,566.763,438.368]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938542751279,17,0.07269721,"[0.0,605.617,19.89,626.666]",4035128,0.8030859806384163,,False,LOW_CONF,LOW_CONF,False
403,1600938542751279,18,0.05184178,"[522.598,697.998,556.403,737.606]",4035151,0.19708017504264524,,False,LOW_CONF,LOW_CONF,False
403,1600938542817939,0,0.90389162,"[407.56,491.114,497.588,589.441]",4035146,0.9413210087713874,4035146,True,MATCHED,MATCHED,True
403,1600938542817939,1,0.89601052,"[327.081,342.926,398.456,412.527]",4035143,0.8499063269392046,4035143,True,MATCHED,MATCHED,True
403,1600938542817939,2,0.88577479,"[307.203,273.07,371.288,342.433]",4035137,0.9631913011917665,4035137,True,MATCHED,MATCHED,True
403,1600938542817939,3,0.8851158,"[431.035,440.459,501.137,498.876]",4035140,0.9233842049487493,4035140,True,MATCHED,MATCHED,True
403,1600938542817939,4,0.8612656,"[341.72,200.977,389.092,249.478]",4035134,0.8573859162009676,4035134,True,MATCHED,MATCHED,True
403,1600938542817939,5,0.21558894,"[359.644,116.805,382.381,139.707]",4035148,0.6567794171414533,,False,LOW_CONF,LOW_CONF,False
403,1600938542817939,6,0.12756322,"[515.152,721.254,553.938,762.694]",4035151,0.03736776439032364,,False,LOW_CONF,LOW_CONF,False
403,1600938542817939,7,0.08959088,"[56.926,99.419,79.598,119.579]",4035131,0.812680791492444,,False,LOW_CONF,LOW_CONF,False
403,1600938542817939,8,0.08562804,"[0.0,1201.188,40.027,1279.865]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938542817939,9,0.08397471,"[529.005,418.178,552.611,443.323]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938542817939,10,0.07382345,"[2.035,666.288,16.391,694.507]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938542817939,11,0.06388859,"[490.661,634.262,538.026,660.639]",4035151,0.23684805276828363,,False,LOW_CONF,LOW_CONF,False
403,1600938542884599,0,0.91532427,"[395.122,491.161,483.826,589.181]",4035146,0.9657723217337512,4035146,True,MATCHED,MATCHED,True
403,1600938542884599,1,0.8990984,"[312.876,342.708,385.908,413.184]",4035143,0.8633556839318183,4035143,True,MATCHED,MATCHED,True
403,1600938542884599,2,0.89543313,"[418.327,440.583,486.167,499.554]",4035140,0.8684140173552046,4035140,True,MATCHED,MATCHED,True
403,1600938542884599,3,0.8917563,"[293.512,272.075,357.404,342.899]",4035137,0.9551793999099325,4035137,True,MATCHED,MATCHED,True
403,1600938542884599,4,0.87989771,"[328.007,201.397,374.149,249.512]",4035134,0.8799481587098269,4035134,True,MATCHED,MATCHED,True
403,1600938542884599,5,0.21688981,"[348.608,117.923,370.456,139.478]",4035148,0.7709101629668773,,False,LOW_CONF,LOW_CONF,False
403,1600938542884599,6,0.15730013,"[6.821,293.045,36.659,331.411]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938542884599,7,0.1369392,"[40.723,97.853,64.526,119.091]",4035131,0.7044102819642,,False,LOW_CONF,LOW_CONF,False
403,1600938542884599,8,0.05959268,"[519.616,419.981,540.703,445.514]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938542951259,0,0.90988714,"[379.959,489.823,471.421,587.933]",4035146,0.9414558006081845,4035146,True,MATCHED,MATCHED,True
403,1600938542951259,1,0.89317411,"[301.413,341.67,372.134,411.251]",4035143,0.8408813911483248,4035143,True,MATCHED,MATCHED,True
403,1600938542951259,2,0.88958758,"[280.569,271.505,343.992,342.237]",4035137,0.9540630169558759,4035137,True,MATCHED,MATCHED,True
403,1600938542951259,3,0.87441593,"[314.411,200.733,360.393,249.369]",4035134,0.8845035602681525,4035134,True,MATCHED,MATCHED,True
403,1600938542951259,4,0.8451131,"[406.209,437.293,478.725,499.144]",4035140,0.9159357366036321,4035140,True,MATCHED,MATCHED,True
403,1600938542951259,5,0.17366357,"[31.8,96.701,51.812,118.946]",4035131,0.6733626825667413,,False,LOW_CONF,LOW_CONF,False
403,1600938542951259,6,0.08792954,"[241.231,460.634,475.96,680.831]",4035146,0.16344655031342184,,False,LOW_CONF,LOW_CONF,False
403,1600938542951259,7,0.0610356,"[246.309,657.619,267.691,679.744]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938542951259,8,0.06060064,"[336.079,116.419,355.201,137.159]",4035148,0.8468107729052088,,False,LOW_CONF,LOW_CONF,False
403,1600938542951259,9,0.05480018,"[6.298,524.844,22.778,541.04]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938542951259,10,0.05109524,"[551.882,58.38,571.782,83.913]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543017919,0,0.9042514,"[268.316,271.903,331.133,342.464]",4035137,0.958987899612906,4035137,True,MATCHED,MATCHED,True
403,1600938543017919,1,0.89966059,"[368.531,490.182,457.135,587.987]",4035146,0.9528115964662507,4035146,True,MATCHED,MATCHED,True
403,1600938543017919,2,0.89237779,"[301.554,200.848,348.375,249.225]",4035134,0.8815383038801462,4035134,True,MATCHED,MATCHED,True
403,1600938543017919,3,0.891725,"[287.493,340.487,359.381,410.892]",4035143,0.8648794668489399,4035143,True,MATCHED,MATCHED,True
403,1600938543017919,4,0.86630148,"[393.392,438.704,465.71,500.134]",4035140,0.9051035446719009,4035140,True,MATCHED,MATCHED,True
403,1600938543017919,5,0.35492682,"[324.134,118.444,343.742,138.13]",4035148,0.8416829902594679,4035148,True,MATCHED,MATCHED,True
403,1600938543017919,6,0.22442025,"[489.292,815.89,583.877,864.22]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543017919,7,0.18697561,"[17.816,98.281,39.47,119.865]",4035131,0.7417865326600116,,False,LOW_CONF,LOW_CONF,False
403,1600938543017919,8,0.08610904,"[536.417,57.415,560.79,85.757]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543084579,0,0.90643871,"[254.159,271.719,317.745,342.519]",4035137,0.9823767132696494,4035137,True,MATCHED,MATCHED,True
403,1600938543084579,1,0.90480828,"[356.692,491.074,443.977,588.687]",4035146,0.9315142349495841,4035146,True,MATCHED,MATCHED,True
403,1600938543084579,2,0.89687383,"[273.55,341.262,346.753,412.624]",4035143,0.8612024861225106,4035143,True,MATCHED,MATCHED,True
403,1600938543084579,3,0.89560425,"[287.232,200.879,334.627,248.717]",4035134,0.8916816708994415,4035134,True,MATCHED,MATCHED,True
403,1600938543084579,4,0.87016153,"[379.935,440.538,448.955,501.313]",4035140,0.8355900591985701,4035140,True,MATCHED,MATCHED,True
403,1600938543084579,5,0.39117059,"[309.589,118.429,329.603,137.827]",4035148,0.8442353438347054,4035148,True,MATCHED,MATCHED,True
403,1600938543084579,6,0.3577621,"[441.479,561.499,500.968,621.876]",4035146,0.0011047305220230122,,False,IOU_BELOW_0_5,IOU_BELOW_0_5,False
403,1600938543084579,7,0.16543156,"[2.546,97.188,24.272,118.971]",4035131,0.7881425001979787,,False,LOW_CONF,LOW_CONF,False
403,1600938543084579,8,0.10064401,"[482.165,817.824,571.823,863.151]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543084579,9,0.08281549,"[489.432,60.692,562.864,437.62]",4035155,0.009538062632047827,,False,LOW_CONF,LOW_CONF,False
403,1600938543151239,0,0.90327632,"[342.117,489.336,429.291,587.898]",4035146,0.9489232377991393,4035146,True,MATCHED,MATCHED,True
403,1600938543151239,1,0.90220457,"[241.315,271.342,304.195,341.221]",4035137,0.9687257477420664,4035137,True,MATCHED,MATCHED,True
403,1600938543151239,2,0.89465648,"[260.184,341.749,333.067,411.498]",4035143,0.8559357799736769,4035143,True,MATCHED,MATCHED,True
403,1600938543151239,3,0.88022071,"[275.281,200.617,321.321,247.765]",4035134,0.8817036989859653,4035134,True,MATCHED,MATCHED,True
403,1600938543151239,4,0.87489754,"[368.013,439.742,434.434,498.658]",4035140,0.8754657673929387,4035140,True,MATCHED,MATCHED,True
403,1600938543151239,5,0.27048078,"[0.0,1244.571,14.718,1279.034]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543151239,6,0.16487883,"[470.318,813.961,563.483,863.374]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543151239,7,0.10094031,"[481.4,64.621,543.924,437.969]",4035155,0.009031812628407285,,False,LOW_CONF,LOW_CONF,False
403,1600938543151239,8,0.06904121,"[296.508,116.449,314.828,136.619]",4035148,0.887049544218299,,False,LOW_CONF,LOW_CONF,False
403,1600938543151239,9,0.06703562,"[471.182,824.923,553.209,862.242]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543217898,0,0.90141201,"[327.95,488.886,416.218,587.909]",4035146,0.9665282211246107,4035146,True,MATCHED,MATCHED,True
403,1600938543217898,1,0.89964747,"[244.928,340.925,320.266,411.89]",4035143,0.9074427485548153,4035143,True,MATCHED,MATCHED,True
403,1600938543217898,2,0.89752358,"[227.872,271.866,291.295,341.747]",4035137,0.9646425027550548,4035137,True,MATCHED,MATCHED,True
403,1600938543217898,3,0.88543099,"[262.735,200.543,309.07,248.265]",4035134,0.8530645723864317,4035134,True,MATCHED,MATCHED,True
403,1600938543217898,4,0.8818748,"[355.956,439.343,420.026,498.75]",4035140,0.8357004737084902,4035140,True,MATCHED,MATCHED,True
403,1600938543217898,5,0.07767088,"[477.844,81.751,537.921,442.997]",4035155,0.0020386926628054537,,False,LOW_CONF,LOW_CONF,False
403,1600938543217898,6,0.06763871,"[284.68,117.659,302.763,136.351]",4035148,0.8419302567440876,,False,LOW_CONF,LOW_CONF,False
403,1600938543284559,0,0.91451299,"[314.145,490.539,404.902,587.829]",4035146,0.9536856759600878,4035146,True,MATCHED,MATCHED,True
403,1600938543284559,1,0.8906613,"[232.947,341.319,307.142,411.755]",4035143,0.8897979199430869,4035143,True,MATCHED,MATCHED,True
403,1600938543284559,2,0.88504577,"[248.066,200.027,295.059,248.59]",4035134,0.9066304211401602,4035134,True,MATCHED,MATCHED,True
403,1600938543284559,3,0.87121093,"[214.586,272.032,278.032,342.255]",4035137,0.9474766381759598,4035137,True,MATCHED,MATCHED,True
403,1600938543284559,4,0.83997411,"[343.177,439.705,412.012,499.88]",4035140,0.8930533078953187,4035140,True,MATCHED,MATCHED,True
403,1600938543284559,5,0.08741678,"[454.613,810.626,551.455,873.957]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543351219,0,0.90403676,"[200.823,270.316,265.507,340.543]",4035137,0.9735205018528773,4035137,True,MATCHED,MATCHED,True
403,1600938543351219,1,0.90315741,"[299.32,489.029,390.621,588.448]",4035146,0.9403932033557597,4035146,True,MATCHED,MATCHED,True
403,1600938543351219,2,0.89614654,"[218.403,339.011,293.638,411.245]",4035143,0.9256761287118417,4035143,True,MATCHED,MATCHED,True
403,1600938543351219,3,0.88468349,"[235.113,199.108,281.965,248.66]",4035134,0.9232148232723137,4035134,True,MATCHED,MATCHED,True
403,1600938543351219,4,0.83906698,"[330.629,438.332,399.68,499.915]",4035140,0.8928415581025021,4035140,True,MATCHED,MATCHED,True
403,1600938543351219,5,0.05994285,"[702.545,707.749,719.422,746.103]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543417878,0,0.90421015,"[286.911,487.885,376.019,587.063]",4035146,0.9681503736460014,4035146,True,MATCHED,MATCHED,True
403,1600938543417878,1,0.89412117,"[187.609,271.685,251.091,341.191]",4035137,0.9800944456390093,4035137,True,MATCHED,MATCHED,True
403,1600938543417878,2,0.88346297,"[205.875,340.123,280.206,411.625]",4035143,0.8934786429689611,4035143,True,MATCHED,MATCHED,True
403,1600938543417878,3,0.87828803,"[223.436,199.394,267.185,248.704]",4035134,0.8924225794298705,4035134,True,MATCHED,MATCHED,True
403,1600938543417878,4,0.85501146,"[318.363,439.021,386.853,500.715]",4035140,0.8962950398372934,4035140,True,MATCHED,MATCHED,True
403,1600938543417878,5,0.41069871,"[441.006,809.346,532.694,878.33]",4035151,0.0,,False,NO_GT_OVERLAP,NO_GT_OVERLAP,False
403,1600938543417878,6,0.06927801,"[419.186,76.703,483.402,410.029]",4035155,0.011773025918243302,,False,LOW_CONF,LOW_CONF,False
403,1600938543484538,0,0.90421295,"[275.711,488.3,361.516,586.808]",4035146,0.9462051333836473,4035146,True,MATCHED,MATCHED,True
403,1600938543484538,1,0.90312266,"[174.379,271.598,237.671,340.883]",4035137,0.969783106472065,4035137,True,MATCHED,MATCHED,True
403,1600938543484538,2,0.89913446,"[209.926,199.566,254.548,248.333]",4035134,0.8628774330075116,4035134,True,MATCHED,MATCHED,True
403,1600938543484538,3,0.89210427,"[191.108,338.879,268.071,409.679]",4035143,0.9423452215939168,4035143,True,MATCHED,MATCHED,True
403,1600938543484538,4,0.88106441,"[305.727,439.228,373.746,501.562]",4035140,0.9042871077387751,4035140,True,MATCHED,MATCHED,True
403,1600938543484538,5,0.11493745,"[692.269,687.621,718.936,739.972]",4035159,0.5113461577851734,,False,LOW_CONF,LOW_CONF,False
403,1600938543484538,6,0.08502416,"[694.323,559.07,719.887,579.617]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543484538,7,0.08139453,"[698.491,784.874,719.345,859.091]",4035156,0.794498577617461,,False,LOW_CONF,LOW_CONF,False
403,1600938543484538,8,0.07924723,"[436.556,54.846,457.347,83.758]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543484538,9,0.06992327,"[414.815,83.641,476.493,389.908]",4035155,0.008248642303541371,,False,LOW_CONF,LOW_CONF,False
403,1600938543484538,10,0.06668537,"[702.786,558.353,720.0,578.402]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543551199,0,0.90806043,"[160.684,270.16,223.61,340.014]",4035137,0.9580655553936374,4035137,True,MATCHED,MATCHED,True
403,1600938543551199,1,0.90483904,"[259.016,488.104,349.214,586.861]",4035146,0.9552486717848889,4035146,True,MATCHED,MATCHED,True
403,1600938543551199,2,0.90295964,"[177.255,339.247,254.991,410.867]",4035143,0.9166943683034646,4035143,True,MATCHED,MATCHED,True
403,1600938543551199,3,0.87004602,"[293.645,439.555,359.152,500.213]",4035140,0.8527580316137967,4035140,True,MATCHED,MATCHED,True
403,1600938543551199,4,0.86336321,"[197.379,199.286,242.615,248.173]",4035134,0.8790505025864129,4035134,True,MATCHED,MATCHED,True
403,1600938543551199,5,0.74312615,"[681.851,781.174,719.374,870.411]",4035156,0.870238828500257,4035156,True,MATCHED,MATCHED,True
403,1600938543551199,6,0.74249178,"[693.065,679.987,719.597,745.647]",4035159,0.7639031260654328,4035159,True,MATCHED,MATCHED,True
403,1600938543551199,7,0.12456622,"[681.497,678.716,719.849,745.944]",4035159,0.7329996759397377,,False,LOW_CONF,LOW_CONF,False
403,1600938543551199,8,0.11700331,"[692.425,561.041,717.092,582.273]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543551199,9,0.10717581,"[414.926,72.642,469.558,409.11]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543551199,10,0.0841085,"[710.569,515.549,720.0,544.584]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543551199,11,0.07947874,"[692.423,637.428,719.15,659.929]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543551199,12,0.07335125,"[395.878,63.983,432.201,104.247]",4035155,0.18828463809769982,,False,LOW_CONF,LOW_CONF,False
403,1600938543551199,13,0.07284711,"[394.782,74.161,421.593,102.495]",4035155,0.3925691625902577,,False,LOW_CONF,LOW_CONF,False
403,1600938543551199,14,0.05283449,"[423.525,808.332,514.816,865.42]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543551199,15,0.05143468,"[421.54,58.137,441.469,96.384]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543617858,0,0.90055853,"[247.042,488.65,335.13,586.527]",4035146,0.978110722116409,4035146,True,MATCHED,MATCHED,True
403,1600938543617858,1,0.89927548,"[147.1,270.482,211.194,340.409]",4035137,0.9828526844888336,4035137,True,MATCHED,MATCHED,True
403,1600938543617858,2,0.8923189,"[162.66,338.098,240.804,410.385]",4035143,0.9448373704354136,4035143,True,MATCHED,MATCHED,True
403,1600938543617858,3,0.86649704,"[668.374,778.769,719.708,871.447]",4035156,0.9085470808685079,4035156,True,MATCHED,MATCHED,True
403,1600938543617858,4,0.86387438,"[184.451,199.485,228.963,248.127]",4035134,0.8306561672414202,4035134,True,MATCHED,MATCHED,True
403,1600938543617858,5,0.85156548,"[279.156,438.375,347.149,501.262]",4035140,0.9070021299965042,4035140,True,MATCHED,MATCHED,True
403,1600938543617858,6,0.83447039,"[675.219,678.151,719.668,748.151]",4035159,0.8710927438842642,4035159,True,MATCHED,MATCHED,True
403,1600938543617858,7,0.38953769,"[692.447,877.584,719.412,920.435]",4035151,0.0,,False,NO_GT_OVERLAP,NO_GT_OVERLAP,False
403,1600938543617858,8,0.27641788,"[412.903,54.695,437.995,92.811]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543617858,9,0.13080293,"[377.716,78.343,395.522,101.157]",4035155,0.7299130209443516,,False,LOW_CONF,LOW_CONF,False
403,1600938543617858,10,0.11733122,"[399.054,56.39,437.728,101.988]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543617858,11,0.09524956,"[676.165,559.543,714.889,581.558]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543617858,12,0.08695188,"[410.135,55.679,438.761,103.089]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543617858,13,0.07887716,"[681.531,559.365,717.695,585.299]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543617858,14,0.07329012,"[695.521,634.461,718.707,658.83]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543617858,15,0.0560211,"[343.083,396.319,404.133,570.537]",4035140,0.01582866322415213,,False,LOW_CONF,LOW_CONF,False
403,1600938543684518,0,0.90474796,"[232.63,487.875,321.791,586.806]",4035146,0.9650967698899849,4035146,True,MATCHED,MATCHED,True
403,1600938543684518,1,0.903,"[652.328,780.085,720.0,875.047]",4035156,0.8997902956976769,4035156,True,MATCHED,MATCHED,True
403,1600938543684518,2,0.88562703,"[149.511,338.791,226.133,409.36]",4035143,0.9242970800000003,4035143,True,MATCHED,MATCHED,True
403,1600938543684518,3,0.87653369,"[134.15,269.954,197.138,339.827]",4035137,0.9812750115963771,4035137,True,MATCHED,MATCHED,True
403,1600938543684518,4,0.86408943,"[170.431,199.013,213.783,247.703]",4035134,0.8080603802577556,4035134,True,MATCHED,MATCHED,True
403,1600938543684518,5,0.86303228,"[663.005,678.953,719.85,756.65]",4035159,0.8385732286076915,4035159,True,MATCHED,MATCHED,True
403,1600938543684518,6,0.8247509,"[266.463,437.728,331.455,499.488]",4035140,0.9126388369591841,4035140,True,MATCHED,MATCHED,True
403,1600938543684518,7,0.47172254,"[684.844,877.954,719.003,920.407]",4035151,0.0,,False,NO_GT_OVERLAP,NO_GT_OVERLAP,False
403,1600938543684518,8,0.26464,"[359.718,77.387,386.213,102.405]",4035155,0.6285181842120872,,False,LOW_CONF,LOW_CONF,False
403,1600938543684518,9,0.18352945,"[358.285,1059.868,405.084,1133.049]",4035153,0.9101481463131708,,False,LOW_CONF,LOW_CONF,False
403,1600938543684518,10,0.13682714,"[396.061,51.16,421.599,95.395]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543684518,11,0.13353859,"[358.53,72.425,392.372,102.803]",4035155,0.4279937998016742,,False,LOW_CONF,LOW_CONF,False
403,1600938543684518,12,0.11863536,"[376.627,54.417,419.205,100.953]",4035155,0.03747295665922899,,False,LOW_CONF,LOW_CONF,False
403,1600938543684518,13,0.09889103,"[365.698,56.457,416.47,103.665]",4035155,0.12092597069810267,,False,LOW_CONF,LOW_CONF,False
403,1600938543684518,14,0.0921658,"[699.41,636.714,719.082,659.598]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543684518,15,0.08141413,"[386.827,50.974,420.199,96.289]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543684518,16,0.0658009,"[262.367,350.36,351.546,501.383]",4035140,0.2885340721351162,,False,LOW_CONF,LOW_CONF,False
403,1600938543684518,17,0.05691573,"[235.77,346.02,343.7,499.931]",4035140,0.23393271395515672,,False,LOW_CONF,LOW_CONF,False
403,1600938543684518,18,0.05636028,"[691.226,447.24,719.49,498.217]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543684518,19,0.05576657,"[667.596,560.299,699.213,582.84]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543751179,0,0.90615827,"[217.692,487.395,309.624,587.026]",4035146,0.9531319898188317,4035146,True,MATCHED,MATCHED,True
403,1600938543751179,1,0.90435147,"[639.26,778.615,720.0,875.08]",4035156,0.9282548374519363,4035156,True,MATCHED,MATCHED,True
403,1600938543751179,2,0.90284353,"[120.311,269.895,183.021,339.732]",4035137,0.9468003793912506,4035137,True,MATCHED,MATCHED,True
403,1600938543751179,3,0.89522934,"[651.518,676.583,719.98,754.557]",4035159,0.849777741115689,4035159,True,MATCHED,MATCHED,True
403,1600938543751179,4,0.88819259,"[137.55,339.172,213.778,408.833]",4035143,0.8962225667510548,4035143,True,MATCHED,MATCHED,True
403,1600938543751179,5,0.88530505,"[157.451,199.084,200.528,247.785]",4035134,0.7845770922178845,4035134,True,MATCHED,MATCHED,True
403,1600938543751179,6,0.83958989,"[254.413,438.145,326.571,501.277]",4035140,0.8268866946004155,4035140,True,MATCHED,MATCHED,True
403,1600938543751179,7,0.76687229,"[341.601,1058.849,389.202,1134.628]",4035153,0.9092694396952314,4035153,True,MATCHED,MATCHED,True
403,1600938543751179,8,0.31090072,"[679.265,873.328,720.0,931.717]",4035151,0.0,,False,NO_GT_OVERLAP,NO_GT_OVERLAP,False
403,1600938543751179,9,0.13704106,"[258.413,352.359,341.324,504.036]",4035140,0.278377853506058,,False,LOW_CONF,LOW_CONF,False
403,1600938543751179,10,0.10679308,"[346.186,77.996,367.287,102.086]",4035155,0.7005658877100767,,False,LOW_CONF,LOW_CONF,False
403,1600938543751179,11,0.10224771,"[382.851,54.618,405.298,92.937]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543751179,12,0.06602131,"[611.406,875.358,706.1,931.623]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543751179,13,0.06191812,"[379.724,57.282,402.933,99.389]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543817839,0,0.91010374,"[205.219,489.644,294.228,586.403]",4035146,0.9578596297938222,4035146,True,MATCHED,MATCHED,True
403,1600938543817839,1,0.8990491,"[107.14,271.263,170.128,340.311]",4035137,0.9228941263757326,4035137,True,MATCHED,MATCHED,True
403,1600938543817839,2,0.89698702,"[637.087,674.67,719.773,754.966]",4035159,0.9012964956010219,4035159,True,MATCHED,MATCHED,True
403,1600938543817839,3,0.89228284,"[627.897,779.917,719.728,875.326]",4035156,0.902011788220081,4035156,True,MATCHED,MATCHED,True
403,1600938543817839,4,0.88218915,"[122.012,338.589,200.795,408.07]",4035143,0.9246489228040538,4035143,True,MATCHED,MATCHED,True
403,1600938543817839,5,0.88125879,"[144.11,199.443,188.281,247.633]",4035134,0.8002560239157112,4035134,True,MATCHED,MATCHED,True
403,1600938543817839,6,0.87099171,"[242.339,438.33,312.757,506.125]",4035140,0.7652388089802243,4035140,True,MATCHED,MATCHED,True
403,1600938543817839,7,0.78144628,"[320.44,1058.816,375.984,1142.694]",4035153,0.8868247510286134,4035153,True,MATCHED,MATCHED,True
403,1600938543817839,8,0.32306302,"[686.709,852.269,718.323,907.048]",4035162,0.2787163180948823,,False,IOU_BELOW_0_5,IOU_BELOW_0_5,False
403,1600938543817839,9,0.19288713,"[702.544,450.276,719.354,493.365]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543817839,10,0.15474138,"[225.744,343.514,325.496,506.433]",4035140,0.23554754462431138,,False,LOW_CONF,LOW_CONF,False
403,1600938543817839,11,0.14256184,"[657.605,559.465,678.306,582.536]",4035151,0.0,,False,LOW_CONF,LOW_CONF,False
403,1600938543817839,12,0.12087847,"[330.501,78.159,352.025,101.591]",4035155,0.7380796276762425,,False,LOW_CONF,LOW_CONF,False
403,1600938543817839,13,0.11660556,"[170.365,117.596,199.063,139.611]",4035148,0.5092493666689126,,False,LOW_CONF,LOW_CONF,False
403,1600938543817839,14,0.10994022,"[179.564,119.662,200.426,140.817]",4035148,0.27395733140587364,,False,LOW_CONF,LOW_CONF,False
